capacitor, 50p, 20
capacitor, 47n, 20
capacitor, 3n3n, 20
capacitor, 30p, 20
capacitor, 2n2n, 20
capacitor, 22n, 20
capacitor, 220p, 20
capacitor, 1n, 20
capacitor, 15p, 20
capacitor, 10n, 20
capacitor, 100p, 20
capacitor, 100n, 10
