capacitor, 0n22, 30
capacitor, 0n33, 30
capacitor, 0n47, 30
capacitor, 0n56, 30
capacitor, 0n68, 30
capacitor, 1n, 30
capacitor, 2n2, 30
capacitor, 3n, 30
capacitor, 3n3, 30
capacitor, 3n9, 30
capacitor, 4n7, 30
capacitor, 6n8, 30
capacitor, 10n, 30
capacitor, 15n, 30
capacitor, 22n, 30
capacitor, 33n, 30
capacitor, 39n, 30
capacitor, 47n, 30
capacitor, 68n, 30
capacitor, 82n, 20
capacitor, 100n, 20
capacitor, 150n, 20
capacitor, 220n, 20
capacitor, 470n, 10
